Batsman Name,Team,Dots,Singles,Doubles,Triples,Fours,Sixes,Runs,Deliveries,Opposition Team,Career Average,Match ID,Match Date,Match Year,Venue,,
DJG Sammy,West Indies,9,7,2,0,1,1,21,20,England,24.94,3278,Jun-19-2012,2012,The Oval,,
D Ramdin,West Indies,2,2,0,0,0,0,2,4,England,24.81,3278,Jun-19-2012,2012,The Oval,,
TL Best,West Indies,8,3,0,0,1,0,7,12,England,9.5,3278,Jun-19-2012,2012,The Oval,,
SP Narine,West Indies,2,2,0,0,0,0,2,4,England,10.84,3278,Jun-19-2012,2012,The Oval,,
R Rampaul,West Indies,0,1,0,0,0,0,1,1,England,12.37,3278,Jun-19-2012,2012,The Oval,,
AN Cook,England,56,46,4,0,13,1,112,120,West Indies,36.4,3278,Jun-19-2012,2012,The Oval,,
IR Bell,England,36,17,4,0,7,0,53,64,West Indies,37.87,3278,Jun-19-2012,2012,The Oval,,
IJL Trott,England,36,27,2,0,3,0,43,68,West Indies,51.25,3278,Jun-19-2012,2012,The Oval,,
RS Bopara,England,7,9,1,0,2,0,19,19,West Indies,30.62,3278,Jun-19-2012,2012,The Oval,,
AN Cook,England,36,16,2,0,5,0,40,59,Australia,36.4,3280,Jun-29-2012,2012,Lord's,,
IR Bell,England,37,12,3,1,5,0,41,58,Australia,37.87,3280,Jun-29-2012,2012,Lord's,,
IJL Trott,England,32,29,5,1,3,0,54,70,Australia,51.25,3280,Jun-29-2012,2012,Lord's,,
RS Bopara,England,12,6,1,1,1,0,15,21,Australia,30.62,3280,Jun-29-2012,2012,Lord's,,
EJG Morgan,England,18,27,9,0,5,4,89,63,Australia,35.47,3280,Jun-29-2012,2012,Lord's,,
C Kieswetter,England,11,15,1,0,2,0,25,29,Australia,21.91,3280,Jun-29-2012,2012,Lord's,,
SR Watson,Australia,10,6,1,0,1,0,12,18,England,40.61,3280,Jun-29-2012,2012,Lord's,,
DA Warner,Australia,33,18,1,2,6,1,56,61,England,34.69,3280,Jun-29-2012,2012,Lord's,,
GJ Bailey,Australia,20,13,2,0,3,0,29,38,England,42.02,3280,Jun-29-2012,2012,Lord's,,
MJ Clarke,Australia,35,20,4,1,6,1,61,67,England,44.58,3280,Jun-29-2012,2012,Lord's,,
DJ Hussey,Australia,20,7,1,0,1,0,13,29,England,22.9,3280,Jun-29-2012,2012,Lord's,,
SPD Smith,Australia,7,4,2,0,0,0,8,13,England,40.76,3280,Jun-29-2012,2012,Lord's,,
MS Wade,Australia,16,12,1,1,1,1,27,32,England,22.72,3280,Jun-29-2012,2012,Lord's,,
B Lee,Australia,8,6,2,1,4,0,29,21,England,17.81,3280,Jun-29-2012,2012,Lord's,,
CJ McKay,Australia,4,2,0,0,0,0,2,6,England,9.04,3280,Jun-29-2012,2012,Lord's,,
PJ Cummins,Australia,3,0,0,0,1,0,4,4,England,14.5,3280,Jun-29-2012,2012,Lord's,,
XJ Doherty,Australia,5,6,0,0,0,0,6,11,England,14.42,3280,Jun-29-2012,2012,Lord's,,
SR Watson,Australia,42,26,4,0,8,0,66,80,England,40.61,3281,Jul-01-2012,2012,The Oval,,
DA Warner,Australia,16,2,0,0,2,0,10,20,England,34.69,3281,Jul-01-2012,2012,The Oval,,
PJ Forrest,Australia,22,5,2,1,0,0,12,30,England,35.25,3281,Jul-01-2012,2012,The Oval,,
MJ Clarke,Australia,16,2,2,0,1,0,10,21,England,44.58,3281,Jul-01-2012,2012,The Oval,,
GJ Bailey,Australia,47,27,5,0,7,0,65,86,England,42.02,3281,Jul-01-2012,2012,The Oval,,
DJ Hussey,Australia,16,15,5,0,1,0,29,37,England,22.9,3281,Jul-01-2012,2012,The Oval,,
MS Wade,Australia,5,2,0,0,1,0,6,8,England,22.72,3281,Jul-01-2012,2012,The Oval,,
B Lee,Australia,0,7,2,1,0,1,20,11,England,17.81,3281,Jul-01-2012,2012,The Oval,,
MG Johnson,Australia,2,6,1,0,0,0,8,9,England,16.11,3281,Jul-01-2012,2012,The Oval,,
AN Cook,England,9,6,0,0,3,0,18,18,Australia,36.4,3281,Jul-01-2012,2012,The Oval,,
IR Bell,England,66,37,1,2,6,1,75,113,Australia,37.87,3281,Jul-01-2012,2012,The Oval,,
IJL Trott,England,14,4,1,1,2,0,17,22,Australia,51.25,3281,Jul-01-2012,2012,The Oval,,
RS Bopara,England,34,37,5,1,8,0,82,85,Australia,30.62,3281,Jul-01-2012,2012,The Oval,,
EJG Morgan,England,20,9,4,2,5,0,43,40,Australia,35.47,3281,Jul-01-2012,2012,The Oval,,
C Kieswetter,England,0,0,0,0,0,0,0,0,Australia,21.91,3281,Jul-01-2012,2012,The Oval,,
WTS Porterfield,Ireland,22,1,1,0,1,0,7,25,Afghanistan,19.59,3282,Jul-05-2012,2012,Dublin,,
PR Stirling,Ireland,3,0,0,2,0,0,6,5,Afghanistan,26.54,3282,Jul-05-2012,2012,Dublin,,
EC Joyce,Ireland,78,30,5,0,6,0,64,119,Afghanistan,33.75,3282,Jul-05-2012,2012,Dublin,,
NJ O'Brien,Ireland,8,2,2,1,0,0,9,13,Afghanistan,19.05,3282,Jul-05-2012,2012,Dublin,,
GC Wilson,Ireland,6,1,0,0,0,0,1,7,Afghanistan,20.44,3282,Jul-05-2012,2012,Dublin,,
KJ O'Brien,Ireland,24,1,0,0,6,1,31,32,Afghanistan,15.34,3282,Jul-05-2012,2012,Dublin,,
AR Cusack,Ireland,9,0,0,0,0,0,0,9,Afghanistan,15.42,3282,Jul-05-2012,2012,Dublin,,
JF Mooney,Ireland,4,0,0,0,0,0,0,4,Afghanistan,17,3282,Jul-05-2012,2012,Dublin,,
DT Johnston,Ireland,9,2,0,0,1,0,6,12,Afghanistan,20.75,3282,Jul-05-2012,2012,Dublin,,
TJ Murtagh,Ireland,20,5,1,0,2,0,15,28,Afghanistan,5,3282,Jul-05-2012,2012,Dublin,,
GH Dockrell,Ireland,24,3,1,0,1,0,9,29,Afghanistan,2,3282,Jul-05-2012,2012,Dublin,,
Karim Sadiq,Afghanistan,8,1,0,0,0,0,1,9,Ireland,12.82,3282,Jul-05-2012,2012,Dublin,,
Javed Ahmadi,Afghanistan,9,2,1,0,0,0,4,12,Ireland,6,3282,Jul-05-2012,2012,Dublin,,
Mohammad Shahzad,Afghanistan,13,1,1,0,2,0,11,17,Ireland,27.62,3282,Jul-05-2012,2012,Dublin,,
Asghar Stanikzai,Afghanistan,4,0,0,0,0,0,0,4,Ireland,19.09,3282,Jul-05-2012,2012,Dublin,,
Najibullah Zadran,Afghanistan,22,5,1,0,4,0,23,32,Ireland,17.33,3282,Jul-05-2012,2012,Dublin,,
Mohammad Nabi,Afghanistan,15,2,0,0,0,0,2,17,Ireland,12.76,3282,Jul-05-2012,2012,Dublin,,
Samiullah Shenwari,Afghanistan,33,7,1,0,1,1,19,43,Ireland,16.38,3282,Jul-05-2012,2012,Dublin,,
Gulbadin Naib,Afghanistan,15,5,1,0,0,2,19,23,Ireland,18.9,3282,Jul-05-2012,2012,Dublin,,
Dawlat Zadran,Afghanistan,17,4,2,0,1,0,12,24,Ireland,3.4,3282,Jul-05-2012,2012,Dublin,,
Shapoor Zadran,Afghanistan,9,0,0,0,0,0,0,9,Ireland,5,3282,Jul-05-2012,2012,Dublin,,
Amir Hamza,Afghanistan,7,1,1,0,0,0,3,9,Ireland,5,3282,Jul-05-2012,2012,Dublin,,
RJ Nicol,New Zealand,19,4,1,0,2,0,14,26,West Indies,30.84,3283,Jul-05-2012,2012,Kingston,,
MJ Guptill,New Zealand,5,1,0,0,0,0,1,6,West Indies,39.77,3283,Jul-05-2012,2012,Kingston,,
DR Flynn,New Zealand,12,1,0,1,2,0,12,16,West Indies,15.2,3283,Jul-05-2012,2012,Kingston,,
KS Williamson,New Zealand,34,14,3,0,1,0,24,52,West Indies,44.76,3283,Jul-05-2012,2012,Kingston,,
DG Brownlie,New Zealand,12,1,0,0,0,0,1,13,West Indies,25.37,3283,Jul-05-2012,2012,Kingston,,
BJ Watling,New Zealand,56,34,3,0,5,0,60,98,West Indies,29.33,3283,Jul-05-2012,2012,Kingston,,
JDP Oram,New Zealand,25,8,2,0,2,2,32,39,West Indies,24.09,3283,Jul-05-2012,2012,Kingston,,
AM Ellis,New Zealand,14,12,1,0,0,0,14,27,West Indies,8.33,3283,Jul-05-2012,2012,Kingston,,
KD Mills,New Zealand,6,1,0,0,0,0,1,7,West Indies,15.62,3283,Jul-05-2012,2012,Kingston,,
TG Southee,New Zealand,3,5,2,0,0,0,9,10,West Indies,10.36,3283,Jul-05-2012,2012,Kingston,,
TS Nethula,New Zealand,1,5,0,0,1,0,9,7,West Indies,20.1,3283,Jul-05-2012,2012,Kingston,,
LMP Simmons,West Indies,12,0,0,0,0,0,0,12,New Zealand,31.58,3283,Jul-05-2012,2012,Kingston,,
CH Gayle,West Indies,33,13,2,0,4,5,63,57,New Zealand,37.33,3283,Jul-05-2012,2012,Kingston,,
DR Smith,West Indies,47,19,2,0,6,3,65,77,New Zealand,18.57,3283,Jul-05-2012,2012,Kingston,,
SR Watson,Australia,41,7,2,1,2,1,28,54,England,40.61,3284,Jul-07-2012,2012,Chester-le-Street,,
DA Warner,Australia,17,2,0,0,0,0,2,19,England,34.69,3284,Jul-07-2012,2012,Chester-le-Street,,
PJ Forrest,Australia,1,0,0,0,0,0,0,1,England,35.25,3284,Jul-07-2012,2012,Chester-le-Street,,
MJ Clarke,Australia,60,16,4,1,4,0,43,85,England,44.58,3284,Jul-07-2012,2012,Chester-le-Street,,
GJ Bailey,Australia,5,3,1,0,1,0,9,10,England,42.02,3284,Jul-07-2012,2012,Chester-le-Street,,
DJ Hussey,Australia,35,24,5,0,9,0,70,73,England,22.9,3284,Jul-07-2012,2012,Chester-le-Street,,
MS Wade,Australia,1,0,0,0,0,0,0,1,England,22.72,3284,Jul-07-2012,2012,Chester-le-Street,,
B Lee,Australia,28,7,3,0,2,1,27,41,England,17.81,3284,Jul-07-2012,2012,Chester-le-Street,,
CJ McKay,Australia,8,2,0,0,1,0,6,11,England,9.04,3284,Jul-07-2012,2012,Chester-le-Street,,
JL Pattinson,Australia,1,2,3,0,0,0,8,6,England,10,3284,Jul-07-2012,2012,Chester-le-Street,,
BW Hilfenhaus,Australia,0,0,0,0,0,0,0,0,England,9.66,3284,Jul-07-2012,2012,Chester-le-Street,,
AN Cook,England,34,6,0,1,5,0,29,46,Australia,36.4,3284,Jul-07-2012,2012,Chester-le-Street,,
IR Bell,England,59,20,5,1,9,0,69,94,Australia,37.87,3284,Jul-07-2012,2012,Chester-le-Street,,
IJL Trott,England,58,33,6,1,4,0,64,102,Australia,51.25,3284,Jul-07-2012,2012,Chester-le-Street,,
RS Bopara,England,29,11,2,2,3,0,33,47,Australia,30.62,3284,Jul-07-2012,2012,Chester-le-Street,,
LMP Simmons,West Indies,15,1,1,0,0,0,3,17,New Zealand,31.58,3285,Jul-07-2012,2012,Kingston,,
CH Gayle,West Indies,54,33,3,0,8,9,125,107,New Zealand,37.33,3285,Jul-07-2012,2012,Kingston,,
DR Smith,West Indies,25,7,0,1,2,1,24,36,New Zealand,18.57,3285,Jul-07-2012,2012,Kingston,,
MN Samuels,West Indies,36,51,8,0,7,1,101,103,New Zealand,33.31,3285,Jul-07-2012,2012,Kingston,,
KA Pollard,West Indies,4,4,0,0,1,0,8,9,New Zealand,22.6,3285,Jul-07-2012,2012,Kingston,,
DJ Bravo,West Indies,4,3,0,0,0,0,3,7,New Zealand,25.36,3285,Jul-07-2012,2012,Kingston,,
DJG Sammy,West Indies,4,13,1,0,1,2,31,21,New Zealand,24.94,3285,Jul-07-2012,2012,Kingston,,
RJ Nicol,New Zealand,14,7,0,0,2,0,15,23,West Indies,30.84,3285,Jul-07-2012,2012,Kingston,,
MJ Guptill,New Zealand,49,23,4,0,5,0,51,81,West Indies,39.77,3285,Jul-07-2012,2012,Kingston,,
DR Flynn,New Zealand,9,3,1,0,4,0,21,17,West Indies,15.2,3285,Jul-07-2012,2012,Kingston,,
KS Williamson,New Zealand,30,24,6,0,4,1,58,65,West Indies,44.76,3285,Jul-07-2012,2012,Kingston,,
TWM Latham,New Zealand,6,2,0,0,0,0,2,8,West Indies,23.9,3285,Jul-07-2012,2012,Kingston,,
BJ Watling,New Zealand,18,33,4,1,4,2,72,62,West Indies,29.33,3285,Jul-07-2012,2012,Kingston,,
TG Southee,New Zealand,1,2,0,0,0,0,2,3,West Indies,10.36,3285,Jul-07-2012,2012,Kingston,,
NL McCullum,New Zealand,3,1,0,0,0,0,1,4,West Indies,11.95,3285,Jul-07-2012,2012,Kingston,,
JDP Oram,New Zealand,5,6,0,0,1,0,10,12,West Indies,24.09,3285,Jul-07-2012,2012,Kingston,,
KD Mills,New Zealand,2,4,1,0,0,0,6,7,West Indies,15.62,3285,Jul-07-2012,2012,Kingston,,
TS Nethula,New Zealand,0,3,0,0,0,0,3,3,West Indies,20.1,3285,Jul-07-2012,2012,Kingston,,
MS Wade,Australia,30,10,1,0,0,0,12,41,England,22.72,3286,Jul-10-2012,2012,Manchester,,
DA Warner,Australia,19,6,2,0,4,1,32,32,England,34.69,3286,Jul-10-2012,2012,Manchester,,
PJ Forrest,Australia,11,3,0,0,0,0,3,14,England,35.25,3286,Jul-10-2012,2012,Manchester,,
MJ Clarke,Australia,1,1,0,0,0,0,1,2,England,44.58,3286,Jul-10-2012,2012,Manchester,,
SPD Smith,Australia,7,9,2,0,2,0,21,20,England,40.76,3286,Jul-10-2012,2012,Manchester,,
DJ Hussey,Australia,3,7,1,0,0,0,9,11,England,22.9,3286,Jul-10-2012,2012,Manchester,,
GJ Bailey,Australia,15,20,1,0,3,2,46,41,England,42.02,3286,Jul-10-2012,2012,Manchester,,
JL Pattinson,Australia,18,9,0,0,1,0,13,28,England,10,3286,Jul-10-2012,2012,Manchester,,
CJ McKay,Australia,1,1,0,0,1,0,5,3,England,9.04,3286,Jul-10-2012,2012,Manchester,,
AN Cook,England,43,22,7,2,4,0,58,78,Australia,36.4,3286,Jul-10-2012,2012,Manchester,,
IR Bell,England,2,0,2,0,0,0,4,4,Australia,37.87,3286,Jul-10-2012,2012,Manchester,,
IJL Trott,England,17,0,1,0,2,0,10,20,Australia,51.25,3286,Jul-10-2012,2012,Manchester,,
RS Bopara,England,25,20,6,0,5,0,52,56,Australia,30.62,3286,Jul-10-2012,2012,Manchester,,
EJG Morgan,England,1,2,0,1,1,0,9,5,Australia,35.47,3286,Jul-10-2012,2012,Manchester,,
H Patel,Canada,19,3,0,0,0,0,3,22,Scotland,22,3287,Jul 11-12-2012,12-Feb,Ayr,,
R Gunasekera,Canada,51,13,4,0,5,2,53,75,Scotland,25.25,3287,Jul 11-12-2012,12-Feb,Ayr,,
NR Kumar,Canada,18,3,1,0,1,0,9,23,Scotland,16.16,3287,Jul 11-12-2012,12-Feb,Ayr,,
Zeeshan Siddiqi,Canada,63,19,5,0,2,1,43,90,Scotland,32.08,3287,Jul 11-12-2012,12-Feb,Ayr,,
D Daesrath,Canada,28,4,1,0,3,1,24,37,Scotland,-,3287,Jul 11-12-2012,12-Feb,Ayr,,
AS Hansra,Canada,13,6,0,0,0,0,6,19,Scotland,13.66,3287,Jul 11-12-2012,12-Feb,Ayr,,
Usman Limbada,Canada,2,0,0,0,0,0,0,2,Scotland,53,3287,Jul 11-12-2012,12-Feb,Ayr,,
D Soraine,Canada,2,2,0,0,1,0,6,5,Scotland,5.85,3287,Jul 11-12-2012,12-Feb,Ayr,,
Junaid Siddiqui,Canada,8,7,0,0,1,0,11,16,Scotland,11.75,3287,Jul 11-12-2012,12-Feb,Ayr,,
JOA Gordon,Canada,2,1,0,0,0,0,1,3,Scotland,-,3287,Jul 11-12-2012,12-Feb,Ayr,,
DR Ramsammy,Canada,3,0,0,0,0,0,0,3,Scotland,0,3287,Jul 11-12-2012,12-Feb,Ayr,,
KJ Coetzer,Scotland,3,1,0,1,0,0,4,5,Canada,23.26,3287,Jul 11-12-2012,12-Feb,Ayr,,
CS MacLeod,Scotland,80,27,6,2,12,0,93,127,Canada,22.23,3287,Jul 11-12-2012,12-Feb,Ayr,,
JH Davey,Scotland,29,11,3,0,3,0,29,46,Canada,7,3287,Jul 11-12-2012,12-Feb,Ayr,,
G Goudie,Scotland,6,1,1,0,2,1,17,11,Canada,6.25,3287,Jul 11-12-2012,12-Feb,Ayr,,
RD Berrington,Scotland,8,1,4,0,0,0,9,13,Canada,22,3287,Jul 11-12-2012,12-Feb,Ayr,,
PL Mommsen,Scotland,15,5,0,0,0,0,5,20,Canada,19.66,3287,Jul 11-12-2012,12-Feb,Ayr,,
JH Stander,Scotland,19,2,1,0,1,0,8,23,Canada,10.44,3287,Jul 11-12-2012,12-Feb,Ayr,,
RM Haq,Scotland,8,0,0,0,0,0,0,8,Canada,12.8,3287,Jul 11-12-2012,12-Feb,Ayr,,
RJ Nicol,New Zealand,38,23,1,0,4,3,59,69,West Indies,30.84,3288,Jul-11-2012,2012,Basseterre,,
MJ Guptill,New Zealand,11,1,1,0,2,0,11,15,West Indies,39.77,3288,Jul-11-2012,2012,Basseterre,,
DR Flynn,New Zealand,18,8,1,0,3,1,28,31,West Indies,15.2,3288,Jul-11-2012,2012,Basseterre,,
KS Williamson,New Zealand,11,5,0,0,1,0,9,17,West Indies,44.76,3288,Jul-11-2012,2012,Basseterre,,
TWM Latham,New Zealand,14,8,2,0,0,0,12,24,West Indies,23.9,3288,Jul-11-2012,2012,Basseterre,,
BJ Watling,New Zealand,25,16,1,0,4,1,40,47,West Indies,29.33,3288,Jul-11-2012,2012,Basseterre,,
NL McCullum,New Zealand,37,28,0,0,4,1,50,70,West Indies,11.95,3288,Jul-11-2012,2012,Basseterre,,
JDP Oram,New Zealand,7,1,1,0,1,0,7,10,West Indies,24.09,3288,Jul-11-2012,2012,Basseterre,,
KD Mills,New Zealand,4,2,0,0,0,0,2,6,West Indies,15.62,3288,Jul-11-2012,2012,Basseterre,,
TG Southee,New Zealand,3,5,1,0,1,1,17,11,West Indies,10.36,3288,Jul-11-2012,2012,Basseterre,,
TA Boult,New Zealand,1,1,0,0,0,0,1,2,West Indies,13,3288,Jul-11-2012,2012,Basseterre,,
J Charles,West Indies,9,1,1,0,3,0,15,14,New Zealand,21.45,3288,Jul-11-2012,2012,Basseterre,,
CH Gayle,West Indies,17,3,0,0,2,0,11,22,New Zealand,37.33,3288,Jul-11-2012,2012,Basseterre,,
DR Smith,West Indies,21,3,1,0,2,1,19,28,New Zealand,18.57,3288,Jul-11-2012,2012,Basseterre,,
MN Samuels,West Indies,13,3,0,0,2,0,11,18,New Zealand,33.31,3288,Jul-11-2012,2012,Basseterre,,
DJ Bravo,West Indies,1,0,1,0,0,0,2,2,New Zealand,25.36,3288,Jul-11-2012,2012,Basseterre,,
KA Pollard,West Indies,21,6,1,0,2,0,16,30,New Zealand,22.6,3288,Jul-11-2012,2012,Basseterre,,
D Ramdin,West Indies,28,10,2,0,0,0,14,40,New Zealand,24.81,3288,Jul-11-2012,2012,Basseterre,,
DJG Sammy,West Indies,3,3,0,0,1,0,7,7,New Zealand,24.94,3288,Jul-11-2012,2012,Basseterre,,
AD Russell,West Indies,11,6,0,0,3,4,42,24,New Zealand,28.6,3288,Jul-11-2012,2012,Basseterre,,
SP Narine,West Indies,8,2,0,0,2,0,10,12,New Zealand,10.84,3288,Jul-11-2012,2012,Basseterre,,
R Rampaul,West Indies,8,1,0,0,2,0,9,11,New Zealand,12.37,3288,Jul-11-2012,2012,Basseterre,,
J Charles,West Indies,15,1,0,0,0,0,1,16,New Zealand,21.45,3289,Jul-14-2012,2012,Basseterre,,
CH Gayle,West Indies,11,2,2,0,1,1,16,17,New Zealand,37.33,3289,Jul-14-2012,2012,Basseterre,,
DR Smith,West Indies,5,0,0,0,0,0,0,5,New Zealand,18.57,3289,Jul-14-2012,2012,Basseterre,,
MN Samuels,West Indies,41,16,0,0,6,1,46,64,New Zealand,33.31,3289,Jul-14-2012,2012,Basseterre,,
DJ Bravo,West Indies,25,6,2,0,2,0,18,35,New Zealand,25.36,3289,Jul-14-2012,2012,Basseterre,,
KA Pollard,West Indies,35,28,1,0,5,1,56,70,New Zealand,22.6,3289,Jul-14-2012,2012,Basseterre,,
DC Thomas,West Indies,24,11,4,0,3,1,37,43,New Zealand,-,3289,Jul-14-2012,2012,Basseterre,,
DJG Sammy,West Indies,10,8,1,0,1,2,26,22,New Zealand,24.94,3289,Jul-14-2012,2012,Basseterre,,
AD Russell,West Indies,3,9,0,0,2,2,29,16,New Zealand,28.6,3289,Jul-14-2012,2012,Basseterre,,
SP Narine,West Indies,1,6,0,0,0,0,6,7,New Zealand,10.84,3289,Jul-14-2012,2012,Basseterre,,
TL Best,West Indies,2,3,0,0,0,0,3,5,New Zealand,9.5,3289,Jul-14-2012,2012,Basseterre,,
RJ Nicol,New Zealand,17,9,1,0,3,2,35,32,West Indies,30.84,3289,Jul-14-2012,2012,Basseterre,,
MJ Guptill,New Zealand,3,0,0,0,0,0,0,3,West Indies,39.77,3289,Jul-14-2012,2012,Basseterre,,
BB McCullum,New Zealand,13,3,0,1,1,0,10,18,West Indies,30.56,3289,Jul-14-2012,2012,Basseterre,,
LRPL Taylor,New Zealand,55,42,7,0,6,5,110,115,West Indies,41.4,3289,Jul-14-2012,2012,Basseterre,,
KS Williamson,New Zealand,10,1,1,0,0,0,3,12,West Indies,44.76,3289,Jul-14-2012,2012,Basseterre,,
TWM Latham,New Zealand,37,20,4,0,1,0,32,62,West Indies,23.9,3289,Jul-14-2012,2012,Basseterre,,
NL McCullum,New Zealand,9,9,1,0,0,0,11,19,West Indies,11.95,3289,Jul-14-2012,2012,Basseterre,,
JDP Oram,New Zealand,12,6,0,0,0,0,6,18,West Indies,24.09,3289,Jul-14-2012,2012,Basseterre,,
DAJ Bracewell,New Zealand,4,5,0,0,0,0,5,9,West Indies,4.66,3289,Jul-14-2012,2012,Basseterre,,
TG Southee,New Zealand,5,3,0,0,0,0,3,8,West Indies,10.36,3289,Jul-14-2012,2012,Basseterre,,
TA Boult,New Zealand,1,1,0,0,0,0,1,2,West Indies,13,3289,Jul-14-2012,2012,Basseterre,,
J Charles,West Indies,13,5,0,0,1,1,15,20,New Zealand,21.45,3290,Jul-16-2012,2012,Basseterre,,
CH Gayle,West Indies,10,1,0,0,1,0,5,12,New Zealand,37.33,3290,Jul-16-2012,2012,Basseterre,,
DR Smith,West Indies,9,3,1,0,1,0,9,14,New Zealand,18.57,3290,Jul-16-2012,2012,Basseterre,,
MN Samuels,West Indies,38,14,1,0,4,1,43,59,New Zealand,33.31,3290,Jul-16-2012,2012,Basseterre,,
DJ Bravo,West Indies,57,29,3,0,3,1,53,93,New Zealand,25.36,3290,Jul-16-2012,2012,Basseterre,,
KA Pollard,West Indies,7,1,1,0,1,0,7,10,New Zealand,22.6,3290,Jul-16-2012,2012,Basseterre,,
DC Thomas,West Indies,17,10,3,0,1,0,20,31,New Zealand,-,3290,Jul-16-2012,2012,Basseterre,,
DJG Sammy,West Indies,2,2,0,0,0,0,2,4,New Zealand,24.94,3290,Jul-16-2012,2012,Basseterre,,
AD Russell,West Indies,14,17,0,0,6,3,59,40,New Zealand,28.6,3290,Jul-16-2012,2012,Basseterre,,
SP Narine,West Indies,3,6,0,0,0,0,6,9,New Zealand,10.84,3290,Jul-16-2012,2012,Basseterre,,
TL Best,West Indies,3,5,0,0,0,0,5,8,New Zealand,9.5,3290,Jul-16-2012,2012,Basseterre,,
RJ Nicol,New Zealand,1,0,1,0,0,0,2,2,West Indies,30.84,3290,Jul-16-2012,2012,Basseterre,,
MJ Guptill,New Zealand,40,11,1,0,2,2,33,56,West Indies,39.77,3290,Jul-16-2012,2012,Basseterre,,
BB McCullum,New Zealand,23,3,1,0,7,0,33,34,West Indies,30.56,3290,Jul-16-2012,2012,Basseterre,,
LRPL Taylor,New Zealand,22,10,3,0,3,0,28,38,West Indies,41.4,3290,Jul-16-2012,2012,Basseterre,,
KS Williamson,New Zealand,43,29,4,2,5,1,69,84,West Indies,44.76,3290,Jul-16-2012,2012,Basseterre,,
DR Flynn,New Zealand,4,0,0,0,0,0,0,4,West Indies,15.2,3290,Jul-16-2012,2012,Basseterre,,
TWM Latham,New Zealand,15,9,1,0,0,0,11,25,West Indies,23.9,3290,Jul-16-2012,2012,Basseterre,,
AM Ellis,New Zealand,17,16,2,0,2,0,28,37,West Indies,8.33,3290,Jul-16-2012,2012,Basseterre,,
KD Mills,New Zealand,5,1,0,0,0,0,1,6,West Indies,15.62,3290,Jul-16-2012,2012,Basseterre,,
TG Southee,New Zealand,2,4,0,0,0,0,4,6,West Indies,10.36,3290,Jul-16-2012,2012,Basseterre,,
TA Boult,New Zealand,4,3,1,0,0,0,5,8,West Indies,13,3290,Jul-16-2012,2012,Basseterre,,
G Gambhir,India,3,3,0,0,0,0,3,6,Sri Lanka,39.68,3291,Jul-21-2012,2012,Hambantota,,
V Sehwag,India,38,42,7,0,10,0,96,97,Sri Lanka,35.05,3291,Jul-21-2012,2012,Hambantota,,
V Kohli,India,45,50,7,2,9,0,106,113,Sri Lanka,51.47,3291,Jul-21-2012,2012,Hambantota,,
RG Sharma,India,3,5,0,0,0,0,5,8,Sri Lanka,39.43,3291,Jul-21-2012,2012,Hambantota,,
SK Raina,India,14,23,3,1,3,1,50,45,Sri Lanka,36.16,3291,Jul-21-2012,2012,Hambantota,,
MS Dhoni,India,9,15,1,0,3,1,35,29,Sri Lanka,52.46,3291,Jul-21-2012,2012,Hambantota,,
IK Pathan,India,1,1,1,0,1,0,7,4,Sri Lanka,23.39,3291,Jul-21-2012,2012,Hambantota,,
R Ashwin,India,0,0,0,0,0,0,0,0,Sri Lanka,17.64,3291,Jul-21-2012,2012,Hambantota,,
WU Tharanga,Sri Lanka,32,9,1,3,2,0,28,47,India,33.39,3291,Jul-21-2012,2012,Hambantota,,
TM Dilshan,Sri Lanka,4,0,1,0,1,0,6,6,India,39.65,3291,Jul-21-2012,2012,Hambantota,,
KC Sangakkara,Sri Lanka,75,49,11,3,12,0,133,151,India,41.98,3291,Jul-21-2012,2012,Hambantota,,
LD Chandimal,Sri Lanka,10,7,1,0,1,0,13,19,India,29.83,3291,Jul-21-2012,2012,Hambantota,,
DPMD Jayawardene,Sri Lanka,2,3,1,1,1,0,12,8,India,33.37,3291,Jul-21-2012,2012,Hambantota,,
AD Mathews,Sri Lanka,10,7,0,0,0,0,7,17,India,40.24,3291,Jul-21-2012,2012,Hambantota,,
HDRL Thirimanne,Sri Lanka,5,4,0,1,0,0,7,10,India,33.43,3291,Jul-21-2012,2012,Hambantota,,
NLTC Perera,Sri Lanka,4,15,4,1,3,1,44,28,India,17.73,3291,Jul-21-2012,2012,Hambantota,,
HMRKB Herath,Sri Lanka,1,0,0,0,0,0,0,1,India,9.33,3291,Jul-21-2012,2012,Hambantota,,
SL Malinga,Sri Lanka,4,3,0,0,1,2,19,10,India,6.96,3291,Jul-21-2012,2012,Hambantota,,
KMDN Kulasekara,Sri Lanka,2,1,0,0,0,0,1,3,India,15.14,3291,Jul-21-2012,2012,Hambantota,,
G Gambhir,India,50,36,5,1,4,0,65,96,Sri Lanka,39.68,3292,Jul-24-2012,2012,Hambantota,,
V Sehwag,India,11,0,1,0,2,0,15,15,Sri Lanka,35.05,3292,Jul-24-2012,2012,Hambantota,,
V Kohli,India,4,1,0,0,0,0,1,5,Sri Lanka,51.47,3292,Jul-24-2012,2012,Hambantota,,
RG Sharma,India,5,0,0,0,0,0,0,5,Sri Lanka,39.43,3292,Jul-24-2012,2012,Hambantota,,
SK Raina,India,4,1,0,0,0,0,1,5,Sri Lanka,36.16,3292,Jul-24-2012,2012,Hambantota,,
