Batsman Name,Team,Dots,Singles,Doubles,Triples,Fours,Sixes,Runs,Deliveries,Opposition Team,Career Average,Match ID,Match Date,Match Year,Venue,,
MS Dhoni,India,12,1,1,0,2,0,11,16,Sri Lanka,52.46,3292,Jul-24-2012,2012,Hambantota,,
IK Pathan,India,13,6,0,0,0,0,6,19,Sri Lanka,23.39,3292,Jul-24-2012,2012,Hambantota,,
R Ashwin,India,7,2,2,1,3,0,21,15,Sri Lanka,17.64,3292,Jul-24-2012,2012,Hambantota,,
Z Khan,India,2,2,0,0,0,0,2,4,Sri Lanka,12,3292,Jul-24-2012,2012,Hambantota,,
PP Ojha,India,13,5,0,0,0,0,5,18,Sri Lanka,23,3292,Jul-24-2012,2012,Hambantota,,
UT Yadav,India,3,0,0,0,0,0,0,3,Sri Lanka,11,3292,Jul-24-2012,2012,Hambantota,,
WU Tharanga,Sri Lanka,35,8,8,1,8,0,59,60,India,33.39,3292,Jul-24-2012,2012,Hambantota,,
TM Dilshan,Sri Lanka,26,9,6,3,5,0,50,49,India,39.65,3292,Jul-24-2012,2012,Hambantota,,
LD Chandimal,Sri Lanka,7,2,0,0,1,0,6,10,India,29.83,3292,Jul-24-2012,2012,Hambantota,,
WU Tharanga,Sri Lanka,15,4,0,0,1,0,8,20,India,33.39,3293,Jul-28-2012,2012,Colombo (RPS),,
TM Dilshan,Sri Lanka,5,1,0,1,0,0,4,7,India,39.65,3293,Jul-28-2012,2012,Colombo (RPS),,
KC Sangakkara,Sri Lanka,41,45,4,0,5,0,73,95,India,41.98,3293,Jul-28-2012,2012,Colombo (RPS),,
LD Chandimal,Sri Lanka,3,0,0,0,0,0,0,3,India,29.83,3293,Jul-28-2012,2012,Colombo (RPS),,
DPMD Jayawardene,Sri Lanka,39,26,8,1,5,0,65,79,India,33.37,3293,Jul-28-2012,2012,Colombo (RPS),,
AD Mathews,Sri Lanka,13,31,7,0,5,1,71,57,India,40.24,3293,Jul-28-2012,2012,Colombo (RPS),,
BMAJ Mendis,Sri Lanka,13,20,2,1,3,1,45,40,India,21.88,3293,Jul-28-2012,2012,Colombo (RPS),,
G Gambhir,India,38,45,7,1,10,0,102,101,Sri Lanka,39.68,3293,Jul-28-2012,2012,Colombo (RPS),,
V Sehwag,India,4,1,1,0,0,0,3,6,Sri Lanka,35.05,3293,Jul-28-2012,2012,Colombo (RPS),,
V Kohli,India,37,22,4,0,2,0,38,65,Sri Lanka,51.47,3293,Jul-28-2012,2012,Colombo (RPS),,
MS Dhoni,India,23,23,2,0,1,0,31,49,Sri Lanka,52.46,3293,Jul-28-2012,2012,Colombo (RPS),,
RG Sharma,India,1,0,0,0,0,0,0,1,Sri Lanka,39.43,3293,Jul-28-2012,2012,Colombo (RPS),,
SK Raina,India,12,18,7,1,6,1,65,45,Sri Lanka,36.16,3293,Jul-28-2012,2012,Colombo (RPS),,
IK Pathan,India,10,14,4,0,3,0,34,31,Sri Lanka,23.39,3293,Jul-28-2012,2012,Colombo (RPS),,
WU Tharanga,Sri Lanka,45,17,6,0,4,1,51,73,India,33.39,3294,Jul-31-2012,2012,Colombo (RPS),,
TM Dilshan,Sri Lanka,29,10,2,0,7,0,42,48,India,39.65,3294,Jul-31-2012,2012,Colombo (RPS),,
HDRL Thirimanne,Sri Lanka,32,27,10,0,0,0,47,69,India,33.43,3294,Jul-31-2012,2012,Colombo (RPS),,
LD Chandimal,Sri Lanka,14,12,4,0,2,0,28,32,India,29.83,3294,Jul-31-2012,2012,Colombo (RPS),,
DPMD Jayawardene,Sri Lanka,1,1,1,0,0,0,3,3,India,33.37,3294,Jul-31-2012,2012,Colombo (RPS),,
AD Mathews,Sri Lanka,24,8,1,0,1,0,14,34,India,40.24,3294,Jul-31-2012,2012,Colombo (RPS),,
BMAJ Mendis,Sri Lanka,7,5,2,0,2,0,17,16,India,21.88,3294,Jul-31-2012,2012,Colombo (RPS),,
NLTC Perera,Sri Lanka,1,2,0,0,0,0,2,3,India,17.73,3294,Jul-31-2012,2012,Colombo (RPS),,
HMRKB Herath,Sri Lanka,7,5,1,0,1,1,17,15,India,9.33,3294,Jul-31-2012,2012,Colombo (RPS),,
SL Malinga,Sri Lanka,2,3,0,0,0,2,15,7,India,6.96,3294,Jul-31-2012,2012,Colombo (RPS),,
G Gambhir,India,5,0,0,0,0,0,0,5,Sri Lanka,39.68,3294,Jul-31-2012,2012,Colombo (RPS),,
V Sehwag,India,15,6,2,0,6,0,34,29,Sri Lanka,35.05,3294,Jul-31-2012,2012,Colombo (RPS),,
V Kohli,India,48,46,11,0,12,2,128,119,Sri Lanka,51.47,3294,Jul-31-2012,2012,Colombo (RPS),,
RG Sharma,India,12,0,2,0,0,0,4,14,Sri Lanka,39.43,3294,Jul-31-2012,2012,Colombo (RPS),,
MK Tiwary,India,28,4,3,1,2,0,21,38,Sri Lanka,15,3294,Jul-31-2012,2012,Colombo (RPS),,
SK Raina,India,20,20,4,1,4,1,58,51,Sri Lanka,36.16,3294,Jul-31-2012,2012,Colombo (RPS),,
G Gambhir,India,42,41,8,1,7,0,88,99,Sri Lanka,39.68,3295,Aug-04-2012,2012,Pallekele,,
AM Rahane,India,12,3,1,0,1,0,9,17,Sri Lanka,31.05,3295,Aug-04-2012,2012,Pallekele,,
V Kohli,India,22,7,4,0,2,0,23,35,Sri Lanka,51.47,3295,Aug-04-2012,2012,Pallekele,,
RG Sharma,India,8,0,0,0,1,0,4,9,Sri Lanka,39.43,3295,Aug-04-2012,2012,Pallekele,,
MK Tiwary,India,28,28,5,1,6,0,65,68,Sri Lanka,15,3295,Aug-04-2012,2012,Pallekele,,
SK Raina,India,1,0,0,0,0,0,0,1,Sri Lanka,36.16,3295,Aug-04-2012,2012,Pallekele,,
MS Dhoni,India,12,14,3,0,8,1,58,38,Sri Lanka,52.46,3295,Aug-04-2012,2012,Pallekele,,
IK Pathan,India,6,19,1,0,2,0,29,28,Sri Lanka,23.39,3295,Aug-04-2012,2012,Pallekele,,
R Ashwin,India,3,2,0,0,0,0,2,5,Sri Lanka,17.64,3295,Aug-04-2012,2012,Pallekele,,
WU Tharanga,Sri Lanka,8,6,0,3,4,0,31,21,India,33.39,3295,Aug-04-2012,2012,Pallekele,,
TM Dilshan,Sri Lanka,3,0,0,0,0,0,0,3,India,39.65,3295,Aug-04-2012,2012,Pallekele,,
HDRL Thirimanne,Sri Lanka,52,33,3,0,5,3,77,96,India,33.43,3295,Aug-04-2012,2012,Pallekele,,
LD Chandimal,Sri Lanka,6,0,0,0,2,0,8,8,India,29.83,3295,Aug-04-2012,2012,Pallekele,,
AD Mathews,Sri Lanka,10,3,1,0,2,0,13,16,India,40.24,3295,Aug-04-2012,2012,Pallekele,,
CK Kapugedera,Sri Lanka,2,3,1,0,1,0,9,7,India,22.04,3295,Aug-04-2012,2012,Pallekele,,
BMAJ Mendis,Sri Lanka,40,37,4,1,6,0,72,88,India,21.88,3295,Aug-04-2012,2012,Pallekele,,
NLTC Perera,Sri Lanka,7,10,0,0,2,0,18,19,India,17.73,3295,Aug-04-2012,2012,Pallekele,,
SMSM Senanayake,Sri Lanka,2,3,2,0,0,0,7,7,India,14.15,3295,Aug-04-2012,2012,Pallekele,,
SL Malinga,Sri Lanka,5,2,0,0,2,0,10,9,India,6.96,3295,Aug-04-2012,2012,Pallekele,,
N Pradeep,Sri Lanka,0,0,0,0,0,0,0,0,India,-,3295,Aug-04-2012,2012,Pallekele,,
MS Wade,Australia,55,42,6,1,3,1,75,108,Afghanistan,22.72,3297,Aug-25-2012,2012,Sharjah,,
DA Warner,Australia,8,4,2,0,4,0,24,18,Afghanistan,34.69,3297,Aug-25-2012,2012,Sharjah,,
MJ Clarke,Australia,45,38,5,1,3,2,75,94,Afghanistan,44.58,3297,Aug-25-2012,2012,Sharjah,,
GJ Maxwell,Australia,4,2,0,0,0,0,2,6,Afghanistan,35.05,3297,Aug-25-2012,2012,Sharjah,,
MEK Hussey,Australia,11,19,2,0,2,3,49,37,Afghanistan,48.15,3297,Aug-25-2012,2012,Sharjah,,
DJ Hussey,Australia,7,11,1,0,0,0,13,19,Afghanistan,22.9,3297,Aug-25-2012,2012,Sharjah,,
GJ Bailey,Australia,6,5,2,0,2,1,23,16,Afghanistan,42.02,3297,Aug-25-2012,2012,Sharjah,,
MG Johnson,Australia,0,1,0,0,0,0,1,1,Afghanistan,16.11,3297,Aug-25-2012,2012,Sharjah,,
JL Pattinson,Australia,1,1,0,0,0,0,1,2,Afghanistan,10,3297,Aug-25-2012,2012,Sharjah,,
MA Starc,Australia,0,1,0,0,0,0,1,1,Afghanistan,23.14,3297,Aug-25-2012,2012,Sharjah,,
Karim Sadiq,Afghanistan,11,3,1,0,3,0,17,18,Australia,12.82,3297,Aug-25-2012,2012,Sharjah,,
Javed Ahmadi,Afghanistan,3,0,0,0,0,0,0,3,Australia,6,3297,Aug-25-2012,2012,Sharjah,,
Asghar Stanikzai,Afghanistan,61,36,3,0,6,0,66,106,Australia,19.09,3297,Aug-25-2012,2012,Sharjah,,
Mohammad Shahzad,Afghanistan,5,5,1,0,1,0,11,12,Australia,27.62,3297,Aug-25-2012,2012,Sharjah,,
Nawroz Mangal,Afghanistan,2,0,0,0,0,0,0,2,Australia,13.09,3297,Aug-25-2012,2012,Sharjah,,
Mohammad Nabi,Afghanistan,44,8,1,0,3,4,46,60,Australia,12.76,3297,Aug-25-2012,2012,Sharjah,,
Samiullah Shenwari,Afghanistan,11,10,0,0,1,0,14,22,Australia,16.38,3297,Aug-25-2012,2012,Sharjah,,
Najibullah Zadran,Afghanistan,1,0,0,0,0,0,0,1,Australia,17.33,3297,Aug-25-2012,2012,Sharjah,,
Gulbadin Naib,Afghanistan,13,0,0,0,1,3,22,17,Australia,18.9,3297,Aug-25-2012,2012,Sharjah,,
Dawlat Zadran,Afghanistan,16,0,0,0,2,0,8,18,Australia,3.4,3297,Aug-25-2012,2012,Sharjah,,
Shapoor Zadran,Afghanistan,3,1,0,0,0,0,1,4,Australia,5,3297,Aug-25-2012,2012,Sharjah,,
GC Smith,South Africa,44,22,5,0,5,0,52,76,England,37.98,3298,Aug-28-2012,2012,Southampton,,
HM Amla,South Africa,40,53,12,3,16,0,150,124,England,55.26,3298,Aug-28-2012,2012,Southampton,,
JP Duminy,South Africa,15,7,0,1,1,0,14,24,England,39.66,3298,Aug-28-2012,2012,Southampton,,
D Elgar,South Africa,18,7,2,0,1,0,15,28,England,23.25,3298,Aug-28-2012,2012,Southampton,,
AB de Villiers,South Africa,12,11,2,3,1,0,28,29,England,53.65,3298,Aug-28-2012,2012,Southampton,,
F du Plessis,South Africa,5,10,2,0,2,0,22,19,England,36.6,3298,Aug-28-2012,2012,Southampton,,
WD Parnell,South Africa,0,0,0,0,0,0,0,0,England,23.31,3298,Aug-28-2012,2012,Southampton,,
AN Cook,England,2,0,0,0,0,0,0,2,South Africa,36.4,3298,Aug-28-2012,2012,Southampton,,
IR Bell,England,18,12,5,1,5,0,45,41,South Africa,37.87,3298,Aug-28-2012,2012,Southampton,,
IJL Trott,England,22,11,2,0,2,0,23,37,South Africa,51.25,3298,Aug-28-2012,2012,Southampton,,
RS Bopara,England,12,6,1,0,2,0,16,21,South Africa,30.62,3298,Aug-28-2012,2012,Southampton,,
EJG Morgan,England,27,17,3,0,1,0,27,48,South Africa,35.47,3298,Aug-28-2012,2012,Southampton,,
C Kieswetter,England,10,6,2,0,1,1,20,20,South Africa,21.91,3298,Aug-28-2012,2012,Southampton,,
SR Patel,England,28,15,3,0,3,2,45,51,South Africa,32.13,3298,Aug-28-2012,2012,Southampton,,
TT Bresnan,England,1,0,0,0,0,0,0,1,South Africa,19.79,3298,Aug-28-2012,2012,Southampton,,
GP Swann,England,2,0,0,0,0,0,0,2,South Africa,13.88,3298,Aug-28-2012,2012,Southampton,,
JM Anderson,England,9,3,1,0,0,0,5,13,South Africa,7.58,3298,Aug-28-2012,2012,Southampton,,
ST Finn,England,2,3,0,0,3,0,15,8,South Africa,8.14,3298,Aug-28-2012,2012,Southampton,,
Mohammad Hafeez,Pakistan,9,2,1,0,0,0,4,12,Australia,31.1,3299,Aug-28-2012,2012,Sharjah,,
Nasir Jamshed,Pakistan,19,5,3,0,3,0,23,30,Australia,31.51,3299,Aug-28-2012,2012,Sharjah,,
Azhar Ali,Pakistan,4,1,0,0,1,0,5,6,Australia,41.09,3299,Aug-28-2012,2012,Sharjah,,
Asad Shafiq,Pakistan,41,28,4,0,2,2,56,77,Australia,24.97,3299,Aug-28-2012,2012,Sharjah,,
Misbah-ul-Haq,Pakistan,28,16,3,0,1,0,26,48,Australia,43.4,3299,Aug-28-2012,2012,Sharjah,,
Umar Akmal,Pakistan,24,22,5,0,2,2,52,55,Australia,34.67,3299,Aug-28-2012,2012,Sharjah,,
Kamran Akmal,Pakistan,10,4,0,0,0,0,4,14,Australia,26.18,3299,Aug-28-2012,2012,Sharjah,,
Shahid Afridi,Pakistan,1,0,0,0,0,0,0,1,Australia,23.57,3299,Aug-28-2012,2012,Sharjah,,
Sohail Tanvir,Pakistan,5,1,0,0,0,0,1,6,Australia,13.75,3299,Aug-28-2012,2012,Sharjah,,
Saeed Ajmal,Pakistan,10,2,1,0,1,0,8,14,Australia,7.2,3299,Aug-28-2012,2012,Sharjah,,
Aizaz Cheema,Pakistan,6,2,0,0,0,0,2,8,Australia,8.66,3299,Aug-28-2012,2012,Sharjah,,
DA Warner,Australia,9,1,0,0,1,0,5,11,Pakistan,34.69,3299,Aug-28-2012,2012,Sharjah,,
MS Wade,Australia,22,5,1,1,0,0,10,29,Pakistan,22.72,3299,Aug-28-2012,2012,Sharjah,,
MJ Clarke,Australia,53,31,6,1,5,0,66,96,Pakistan,44.58,3299,Aug-28-2012,2012,Sharjah,,
MEK Hussey,Australia,7,5,0,0,0,0,5,12,Pakistan,48.15,3299,Aug-28-2012,2012,Sharjah,,
DJ Hussey,Australia,4,3,0,0,0,0,3,7,Pakistan,22.9,3299,Aug-28-2012,2012,Sharjah,,
GJ Bailey,Australia,46,33,7,0,1,1,57,88,Pakistan,42.02,3299,Aug-28-2012,2012,Sharjah,,
GJ Maxwell,Australia,16,15,3,1,2,1,38,38,Pakistan,35.05,3299,Aug-28-2012,2012,Sharjah,,
DT Christian,Australia,6,3,0,0,0,0,3,9,Pakistan,6,3299,Aug-28-2012,2012,Sharjah,,
HM Amla,South Africa,27,15,4,0,5,0,43,51,England,55.26,3300,Aug-31-2012,2012,The Oval,,
GC Smith,South Africa,16,4,3,0,2,0,18,25,England,37.98,3300,Aug-31-2012,2012,The Oval,,
D Elgar,South Africa,28,28,3,0,2,0,42,61,England,23.25,3300,Aug-31-2012,2012,The Oval,,
AB de Villiers,South Africa,16,10,0,2,3,0,28,31,England,53.65,3300,Aug-31-2012,2012,The Oval,,
F du Plessis,South Africa,3,1,0,0,0,0,1,4,England,36.6,3300,Aug-31-2012,2012,The Oval,,
JP Duminy,South Africa,23,18,2,1,2,0,33,46,England,39.66,3300,Aug-31-2012,2012,The Oval,,
WD Parnell,South Africa,4,1,0,0,3,0,13,8,England,23.31,3300,Aug-31-2012,2012,The Oval,,
RJ Peterson,South Africa,18,14,1,1,1,0,23,35,England,20.59,3300,Aug-31-2012,2012,The Oval,,
DW Steyn,South Africa,6,1,0,0,0,0,1,7,England,8.09,3300,Aug-31-2012,2012,The Oval,,
M Morkel,South Africa,7,3,0,0,1,0,7,11,England,8.7,3300,Aug-31-2012,2012,The Oval,,
LL Tsotsobe,South Africa,1,0,0,0,0,0,0,1,England,7,3300,Aug-31-2012,2012,The Oval,,
AN Cook,England,37,6,1,0,3,0,20,47,South Africa,36.4,3300,Aug-31-2012,2012,The Oval,,
IR Bell,England,4,0,0,0,3,0,12,7,South Africa,37.87,3300,Aug-31-2012,2012,The Oval,,
IJL Trott,England,73,39,9,2,2,0,71,125,South Africa,51.25,3300,Aug-31-2012,2012,The Oval,,
RS Bopara,England,5,0,0,0,0,0,0,5,South Africa,30.62,3300,Aug-31-2012,2012,The Oval,,
EJG Morgan,England,34,17,5,2,7,2,73,67,South Africa,35.47,3300,Aug-31-2012,2012,The Oval,,
C Kieswetter,England,11,4,2,0,0,1,14,18,South Africa,21.91,3300,Aug-31-2012,2012,The Oval,,
SR Patel,England,8,7,1,0,1,0,13,17,South Africa,32.13,3300,Aug-31-2012,2012,The Oval,,
JC Tredwell,England,2,1,0,0,0,0,1,3,South Africa,11.64,3300,Aug-31-2012,2012,The Oval,,
MS Wade,Australia,5,1,1,0,1,0,7,8,Pakistan,22.72,3301,Aug-31-2012,2012,Abu Dhabi,,
DA Warner,Australia,51,14,1,0,2,0,24,68,Pakistan,34.69,3301,Aug-31-2012,2012,Abu Dhabi,,
MJ Clarke,Australia,31,17,1,2,3,0,37,54,Pakistan,44.58,3301,Aug-31-2012,2012,Abu Dhabi,,
MEK Hussey,Australia,31,33,3,2,1,2,61,72,Pakistan,48.15,3301,Aug-31-2012,2012,Abu Dhabi,,
DJ Hussey,Australia,2,0,0,0,0,0,0,2,Pakistan,22.9,3301,Aug-31-2012,2012,Abu Dhabi,,
GJ Bailey,Australia,22,16,4,1,3,0,39,46,Pakistan,42.02,3301,Aug-31-2012,2012,Abu Dhabi,,
GJ Maxwell,Australia,14,6,5,0,0,2,28,27,Pakistan,35.05,3301,Aug-31-2012,2012,Abu Dhabi,,
DT Christian,Australia,6,4,3,0,2,0,18,15,Pakistan,6,3301,Aug-31-2012,2012,Abu Dhabi,,
MG Johnson,Australia,5,2,0,0,0,0,2,7,Pakistan,16.11,3301,Aug-31-2012,2012,Abu Dhabi,,
JL Pattinson,Australia,0,2,0,0,0,0,2,2,Pakistan,10,3301,Aug-31-2012,2012,Abu Dhabi,,
MA Starc,Australia,0,1,1,0,2,0,11,4,Pakistan,23.14,3301,Aug-31-2012,2012,Abu Dhabi,,
Mohammad Hafeez,Pakistan,14,8,2,1,2,0,23,27,Australia,31.1,3301,Aug-31-2012,2012,Abu Dhabi,,
Nasir Jamshed,Pakistan,52,26,6,1,11,2,97,98,Australia,31.51,3301,Aug-31-2012,2012,Abu Dhabi,,
Azhar Ali,Pakistan,44,33,5,0,4,0,59,86,Australia,41.09,3301,Aug-31-2012,2012,Abu Dhabi,,
Asad Shafiq,Pakistan,12,2,2,1,0,0,9,17,Australia,24.97,3301,Aug-31-2012,2012,Abu Dhabi,,
Misbah-ul-Haq,Pakistan,19,6,3,1,5,0,35,34,Australia,43.4,3301,Aug-31-2012,2012,Abu Dhabi,,
GC Smith,South Africa,35,13,4,0,2,0,29,54,England,37.98,3302,Sep-02-2012,2012,Lord's,,
HM Amla,South Africa,44,23,2,0,3,1,45,73,England,55.26,3302,Sep-02-2012,2012,Lord's,,
JP Duminy,South Africa,14,4,1,0,3,0,18,22,England,39.66,3302,Sep-02-2012,2012,Lord's,,
AB de Villiers,South Africa,19,21,2,2,2,0,39,46,England,53.65,3302,Sep-02-2012,2012,Lord's,,
F du Plessis,South Africa,7,1,0,0,0,0,1,8,England,36.6,3302,Sep-02-2012,2012,Lord's,,
D Elgar,South Africa,32,21,5,0,1,0,35,59,England,23.25,3302,Sep-02-2012,2012,Lord's,,
WD Parnell,South Africa,9,3,1,0,0,0,5,13,England,23.31,3302,Sep-02-2012,2012,Lord's,,
RJ Peterson,South Africa,6,9,0,0,4,1,31,20,England,20.59,3302,Sep-02-2012,2012,Lord's,,
R McLaren,South Africa,0,1,0,0,0,0,1,1,England,18.65,3302,Sep-02-2012,2012,Lord's,,
DW Steyn,South Africa,2,1,1,0,0,0,3,4,England,8.09,3302,Sep-02-2012,2012,Lord's,,
AN Cook,England,5,0,1,0,0,0,2,6,South Africa,36.4,3302,Sep-02-2012,2012,Lord's,,
IR Bell,England,88,30,10,0,8,1,88,137,South Africa,37.87,3302,Sep-02-2012,2012,Lord's,,
IJL Trott,England,42,30,1,0,4,0,48,77,South Africa,51.25,3302,Sep-02-2012,2012,Lord's,,
RS Bopara,England,11,2,0,0,1,0,6,14,South Africa,30.62,3302,Sep-02-2012,2012,Lord's,,
EJG Morgan,England,20,7,3,1,5,0,36,36,South Africa,35.47,3302,Sep-02-2012,2012,Lord's,,
C Kieswetter,England,6,1,1,0,3,1,21,12,South Africa,21.91,3302,Sep-02-2012,2012,Lord's,,
Mohammad Hafeez,Pakistan,49,34,8,0,4,2,78,97,Australia,31.1,3303,Sep-03-2012,2012,Sharjah,,
Nasir Jamshed,Pakistan,46,22,1,0,6,0,48,75,Australia,31.51,3303,Sep-03-2012,2012,Sharjah,,
Shahid Afridi,Pakistan,2,3,0,0,1,0,7,6,Australia,23.57,3303,Sep-03-2012,2012,Sharjah,,
Asad Shafiq,Pakistan,15,15,4,0,1,0,27,35,Australia,24.97,3303,Sep-03-2012,2012,Sharjah,,
Misbah-ul-Haq,Pakistan,16,21,2,0,0,0,25,39,Australia,43.4,3303,Sep-03-2012,2012,Sharjah,,
Umar Akmal,Pakistan,2,0,0,0,0,0,0,2,Australia,34.67,3303,Sep-03-2012,2012,Sharjah,,
Azhar Ali,Pakistan,9,19,0,0,2,0,27,30,Australia,41.09,3303,Sep-03-2012,2012,Sharjah,,
Kamran Akmal,Pakistan,2,0,1,0,0,0,2,3,Australia,26.18,3303,Sep-03-2012,2012,Sharjah,,
Abdur Rehman,Pakistan,5,6,1,0,1,0,12,13,Australia,8.35,3303,Sep-03-2012,2012,Sharjah,,
DA Warner,Australia,26,3,0,0,3,1,21,33,Pakistan,34.69,3303,Sep-03-2012,2012,Sharjah,,
DJ Hussey,Australia,20,19,3,0,0,3,43,45,Pakistan,22.9,3303,Sep-03-2012,2012,Sharjah,,
MJ Clarke,Australia,16,12,2,0,4,0,32,34,Pakistan,44.58,3303,Sep-03-2012,2012,Sharjah,,
MEK Hussey,Australia,34,29,1,0,7,1,65,72,Pakistan,48.15,3303,Sep-03-2012,2012,Sharjah,,
GJ Bailey,Australia,5,1,0,0,0,0,1,6,Pakistan,42.02,3303,Sep-03-2012,2012,Sharjah,,
MS Wade,Australia,28,16,1,0,1,0,22,46,Pakistan,22.72,3303,Sep-03-2012,2012,Sharjah,,
GJ Maxwell,Australia,12,16,3,0,4,3,56,38,Pakistan,35.05,3303,Sep-03-2012,2012,Sharjah,,
DT Christian,Australia,5,2,0,0,0,0,2,7,Pakistan,6,3303,Sep-03-2012,2012,Sharjah,,
MG Johnson,Australia,0,1,0,0,0,0,1,1,Pakistan,16.11,3303,Sep-03-2012,2012,Sharjah,,
AN Cook,England,43,19,4,0,6,0,51,72,South Africa,36.4,3304,Sep-05-2012,2012,Nottingham,,
IR Bell,England,7,2,0,0,2,0,10,11,South Africa,37.87,3304,Sep-05-2012,2012,Nottingham,,
RS Bopara,England,2,0,0,0,0,0,0,2,South Africa,30.62,3304,Sep-05-2012,2012,Nottingham,,
JM Bairstow,England,36,11,1,0,4,0,29,52,South Africa,23.8,3304,Sep-05-2012,2012,Nottingham,,
EJG Morgan,England,2,0,0,0,0,0,0,2,South Africa,35.47,3304,Sep-05-2012,2012,Nottingham,,
C Kieswetter,England,31,17,2,0,3,0,33,53,South Africa,21.91,3304,Sep-05-2012,2012,Nottingham,,
SR Patel,England,7,5,0,0,1,0,9,13,South Africa,32.13,3304,Sep-05-2012,2012,Nottingham,,
CR Woakes,England,21,19,1,0,3,0,33,44,South Africa,19.04,3304,Sep-05-2012,2012,Nottingham,,
JC Tredwell,England,13,6,0,0,0,0,6,19,South Africa,11.64,3304,Sep-05-2012,2012,Nottingham,,
JM Anderson,England,1,0,0,0,0,0,0,1,South Africa,7.58,3304,Sep-05-2012,2012,Nottingham,,
JW Dernbach,England,4,2,0,0,0,0,2,6,South Africa,4.8,3304,Sep-05-2012,2012,Nottingham,,
HM Amla,South Africa,50,39,8,0,9,1,97,107,England,55.26,3304,Sep-05-2012,2012,Nottingham,,
GC Smith,South Africa,5,1,0,0,0,0,1,6,England,37.98,3304,Sep-05-2012,2012,Nottingham,,
F du Plessis,South Africa,4,0,0,1,0,0,3,5,England,36.6,3304,Sep-05-2012,2012,Nottingham,,
D Elgar,South Africa,9,1,0,0,0,0,1,10,England,23.25,3304,Sep-05-2012,2012,Nottingham,,
AB de Villiers,South Africa,36,31,2,0,10,0,75,79,England,53.65,3304,Sep-05-2012,2012,Nottingham,,
RJ Nicol,New Zealand,43,23,4,1,3,0,46,74,Sri Lanka,30.84,3305,Nov-04-2012,2012,Pallekele,,
TWM Latham,New Zealand,17,0,1,0,0,0,2,18,Sri Lanka,23.9,3305,Nov-04-2012,2012,Pallekele,,
BJ Watling,New Zealand,50,29,1,0,6,0,55,86,Sri Lanka,29.33,3305,Nov-04-2012,2012,Pallekele,,
LRPL Taylor,New Zealand,26,22,5,0,7,2,72,62,Sri Lanka,41.4,3305,Nov-04-2012,2012,Pallekele,,
JEC Franklin,New Zealand,14,21,4,0,0,1,35,40,Sri Lanka,23.96,3305,Nov-04-2012,2012,Pallekele,,
NL McCullum,New Zealand,8,4,2,0,2,0,16,16,Sri Lanka,11.95,3305,Nov-04-2012,2012,Pallekele,,
AM Ellis,New Zealand,2,0,2,0,0,0,4,4,Sri Lanka,8.33,3305,Nov-04-2012,2012,Pallekele,,
WU Tharanga,Sri Lanka,8,2,0,0,1,0,6,11,New Zealand,33.39,3305,Nov-04-2012,2012,Pallekele,,
TM Dilshan,Sri Lanka,32,12,1,1,5,0,37,51,New Zealand,39.65,3305,Nov-04-2012,2012,Pallekele,,
KC Sangakkara,Sri Lanka,9,1,1,0,2,0,11,13,New Zealand,41.98,3305,Nov-04-2012,2012,Pallekele,,
DPMD Jayawardene,Sri Lanka,25,17,0,2,5,0,43,49,New Zealand,33.37,3305,Nov-04-2012,2012,Pallekele,,
AD Mathews,Sri Lanka,6,7,0,0,0,0,7,13,New Zealand,40.24,3305,Nov-04-2012,2012,Pallekele,,
RJ Nicol,New Zealand,12,2,1,1,0,0,7,16,Sri Lanka,30.84,3306,Nov-06-2012,2012,Pallekele,,
BJ Watling,New Zealand,35,34,7,0,12,0,96,88,Sri Lanka,29.33,3306,Nov-06-2012,2012,Pallekele,,
BB McCullum,New Zealand,17,6,1,0,0,0,13,25,Sri Lanka,30.56,3306,Nov-06-2012,2012,Pallekele,,
LRPL Taylor,New Zealand,12,3,0,0,1,0,7,16,Sri Lanka,41.4,3306,Nov-06-2012,2012,Pallekele,,
JDP Oram,New Zealand,2,2,0,0,0,0,2,4,Sri Lanka,24.09,3306,Nov-06-2012,2012,Pallekele,,
JEC Franklin,New Zealand,10,12,0,0,2,1,26,25,Sri Lanka,23.96,3306,Nov-06-2012,2012,Pallekele,,
KS Williamson,New Zealand,2,3,1,0,0,0,5,6,Sri Lanka,44.76,3306,Nov-06-2012,2012,Pallekele,,
NL McCullum,New Zealand,7,8,1,0,0,2,22,18,Sri Lanka,11.95,3306,Nov-06-2012,2012,Pallekele,,
WU Tharanga,Sri Lanka,9,2,0,0,2,0,10,13,New Zealand,33.39,3306,Nov-06-2012,2012,Pallekele,,
TM Dilshan,Sri Lanka,43,30,9,0,12,1,102,95,New Zealand,39.65,3306,Nov-06-2012,2012,Pallekele,,
KC Sangakkara,Sri Lanka,17,5,5,0,0,0,15,27,New Zealand,41.98,3306,Nov-06-2012,2012,Pallekele,,
DPMD Jayawardene,Sri Lanka,2,3,1,0,0,0,5,6,New Zealand,33.37,3306,Nov-06-2012,2012,Pallekele,,
AD Mathews,Sri Lanka,16,22,2,0,7,0,54,47,New Zealand,40.24,3306,Nov-06-2012,2012,Pallekele,,
RJ Nicol,New Zealand,19,3,0,0,2,0,11,24,Sri Lanka,30.84,3307,Nov-10-2012,2012,Hambantota,,
BJ Watling,New Zealand,17,6,1,1,1,0,15,26,Sri Lanka,29.33,3307,Nov-10-2012,2012,Hambantota,,
